question,http_status,request_error,explain_enabled,status_status,status_raw,status_ok,status_reason,status_message,chosen_intent,chosen_entity,chosen_accepted,planner_score,gate_accepted,gate_source,gate_reason,gate_min_score,gate_min_gap,gate_gap,score_for_gate,intent_top2_gap_base,intent_top2_gap_final,intent_top1,intent_top2,scoring_mode,scoring_keys,rows_total,result_key,cache_hit,cache_hit_response,cache_hit_metrics,cache_layer,cache_ttl,cache_key,rag_used,fusion_used,elapsed_ms_server,elapsed_ms_total_est,elapsed_ms_client,narrator_used,narrator_latency_ms,narrator_error,answer_text,expected_intent,expected_entity,match_intent,match_entity,match_both,suite_name,suite_description,payload_id,idx,fail_reasons,case_pass,suite_status,suite_error
Dividendos do HGLG11 em cada mês do último ano,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends,fiis_dividends,True,6.049999999999999,True,base,,0.9,0.15,6.599999999999999,6.049999999999999,6.599999999999999,6.599999999999999,fiis_dividends,fiis_dividends_yields,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,dividendos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends:plan:42941bdda224d497562f6d82a65acfc7b43de569ad3bfd53020920a9ac5a9244,True,False,233,233.0,324.437,False,,,"**Dividendos de HGLG11**

    Último pagamento em 15/01/2026: **R$ 1,10** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 15/01/2026 | 30/12/2025 | R$ 1,10 |",fiis_dividends,fiis_dividends,True,True,True,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,55,[],True,PASS,
Dividendos pagos pelo HGLG11 nos últimos 12 meses,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends,fiis_dividends,True,10.449999999999998,True,base,,0.9,0.15,8.799999999999997,10.449999999999998,8.799999999999997,8.799999999999997,fiis_dividends,fiis_yield_history,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,dividendos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends:plan:a55cc05c06508c994ee01c49788682265000f2e7c02a8c35cd2783479fabe3bb,True,False,258,258.0,343.209,False,,,"**Dividendos de HGLG11**

    Último pagamento em 18/03/2025: **R$ 1,10** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 15/01/2026 | 30/12/2025 | R$ 1,10 |
      | 12/12/2025 | 28/11/2025 | R$ 1,10 |
      | 14/11/2025 | 31/10/2025 | R$ 1,10 |
      | 14/10/2025 | 30/09/2025 | R$ 1,10 |
      | 12/09/2025 | 29/08/2025 | R$ 1,10 |
      | 14/08/2025 | 31/07/2025 | R$ 1,10 |
      | 14/07/2025 | 30/06/2025 | R$ 1,10 |
      | 13/06/2025 | 30/05/2025 | R$ 1,10 |
      | 15/05/2025 | 30/04/2025 | R$ 1,10 |
      | 14/04/2025 | 31/03/2025 | R$ 1,10 |
      | 18/03/2025 | 28/02/2025 | R$ 1,10 |
      | 14/02/2025 | 31/01/2025 | R$ 1,10 |",fiis_dividends,fiis_dividends,True,True,True,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,56,[],True,PASS,
Dividendos que o KNRI11 pagou em janeiro de 2025,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends_yields,fiis_dividends_yields,True,1.1,True,base,,0.9,0.2,2.2,1.1,0.0,0.0,fiis_dividends,fiis_dividends_yields,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,ticker,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends_yields:plan:a5524c4f0323180082b8586c2152103fe83d37ebe65f7c6a75cc187ce0740156,True,False,262,262.0,344.05,False,,,"**Dividendos e yield do KNRI11**

- Mês de referência: **01/01/2026**
- Data-com (cutoff): **30/12/2025**
- Data de pagamento: **15/01/2026**
- Dividendo por cota: **R$ 1,25**
- DY mensal: **0,77%**
- DY 12 meses: **7,51%**
- Dividendos acumulados 12m: **R$ 12,25**
- Último dividendo pago: **R$ 1,25** em **15/01/2026**

| Mês de referência | Dividendo (R$) | DY mensal | DY 12m |
| --- | --- | --- | --- || 01/01/2026 | R$ 1,25 | 0,77% | 7,51% || 01/12/2025 | R$ 1,00 | 0,77% | 7,51% || 01/11/2025 | R$ 1,00 | 0,77% | 7,51% || 01/10/2025 | R$ 1,00 | 0,77% | 7,51% || 01/09/2025 | R$ 1,00 | 0,77% | 7,51% || 01/08/2025 | R$ 1,00 | 0,77% | 7,51% || 01/07/2025 | R$ 1,00 | 0,77% | 7,51% || 01/06/2025 | R$ 1,00 | 0,77% | 7,51% || 01/05/2025 | R$ 1,00 | 0,77% | 7,51% || 01/04/2025 | R$ 1,00 | 0,77% | 7,51% || 01/03/2025 | R$ 1,00 | 0,77% | 7,51% || 01/02/2025 | R$ 1,00 | 0,77% | 7,51% |",fiis_dividends,fiis_dividends,False,False,False,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,57,"['entity_mismatch', 'intent_mismatch']",False,FAIL,
Lista de pagamentos de proventos do VINO11,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends,fiis_dividends,True,10.999999999999998,True,base,,0.9,0.15,9.899999999999999,10.999999999999998,9.899999999999999,9.899999999999999,fiis_dividends,fiis_dividends_yields,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,dividendos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends:plan:5bf19431381ced1f408b2ebc3f5fcbd5c118519cd766b63378f441826ae485ee,True,False,458,458.0,569.301,False,,,"**Dividendos de VINO11**

    Último pagamento em 18/03/2025: **R$ 0,05** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 15/01/2026 | 30/12/2025 | R$ 0,05 |
      | 12/12/2025 | 28/11/2025 | R$ 0,05 |
      | 14/11/2025 | 31/10/2025 | R$ 0,05 |
      | 14/10/2025 | 30/09/2025 | R$ 0,05 |
      | 12/09/2025 | 29/08/2025 | R$ 0,05 |
      | 14/08/2025 | 31/07/2025 | R$ 0,05 |
      | 14/07/2025 | 30/06/2025 | R$ 0,09 |
      | 13/06/2025 | 30/05/2025 | R$ 0,05 |
      | 15/05/2025 | 30/04/2025 | R$ 0,05 |
      | 14/04/2025 | 31/03/2025 | R$ 0,05 |
      | 18/03/2025 | 28/02/2025 | R$ 0,05 |
      | 14/02/2025 | 31/01/2025 | R$ 0,05 |",fiis_dividends,fiis_dividends,True,True,True,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,58,[],True,PASS,
Me mostra a distribuição de rendimentos do KNRI11 mês a mês,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends,fiis_dividends,True,4.4,True,base,,0.9,0.15,2.2000000000000006,4.4,2.2000000000000006,2.2000000000000006,fiis_dividends,fiis_yield_history,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,dividendos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends:plan:28970406d9bc7d0150fb59205deb0c618794333db482defa8e4d4876a0ea4a93,True,False,322,322.0,463.455,False,,,"**Dividendos de KNRI11**

    Último pagamento em 18/03/2025: **R$ 1,00** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 15/01/2026 | 30/12/2025 | R$ 1,25 |
      | 12/12/2025 | 28/11/2025 | R$ 1,00 |
      | 14/11/2025 | 31/10/2025 | R$ 1,00 |
      | 14/10/2025 | 30/09/2025 | R$ 1,00 |
      | 12/09/2025 | 29/08/2025 | R$ 1,00 |
      | 14/08/2025 | 31/07/2025 | R$ 1,00 |
      | 14/07/2025 | 30/06/2025 | R$ 1,00 |
      | 13/06/2025 | 30/05/2025 | R$ 1,00 |
      | 15/05/2025 | 30/04/2025 | R$ 1,00 |
      | 14/04/2025 | 31/03/2025 | R$ 1,00 |
      | 18/03/2025 | 28/02/2025 | R$ 1,00 |
      | 14/02/2025 | 31/01/2025 | R$ 1,00 |",fiis_dividends,fiis_dividends,True,True,True,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,59,[],True,PASS,
Me mostra o histórico de dividendos do KNRI11,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends,fiis_dividends,True,9.349999999999998,True,base,,0.9,0.15,9.899999999999997,9.349999999999998,9.899999999999997,9.899999999999997,fiis_dividends,client_fiis_dividends_evolution,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,dividendos_fii,True,True,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends:plan:28970406d9bc7d0150fb59205deb0c618794333db482defa8e4d4876a0ea4a93,True,False,146,146.0,224.513,False,,,"**Dividendos de KNRI11**

    Último pagamento em 18/03/2025: **R$ 1,00** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 15/01/2026 | 30/12/2025 | R$ 1,25 |
      | 12/12/2025 | 28/11/2025 | R$ 1,00 |
      | 14/11/2025 | 31/10/2025 | R$ 1,00 |
      | 14/10/2025 | 30/09/2025 | R$ 1,00 |
      | 12/09/2025 | 29/08/2025 | R$ 1,00 |
      | 14/08/2025 | 31/07/2025 | R$ 1,00 |
      | 14/07/2025 | 30/06/2025 | R$ 1,00 |
      | 13/06/2025 | 30/05/2025 | R$ 1,00 |
      | 15/05/2025 | 30/04/2025 | R$ 1,00 |
      | 14/04/2025 | 31/03/2025 | R$ 1,00 |
      | 18/03/2025 | 28/02/2025 | R$ 1,00 |
      | 14/02/2025 | 31/01/2025 | R$ 1,00 |",fiis_dividends,fiis_dividends,True,True,True,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,60,[],True,PASS,
Proventos já anunciados do MXRF11 para os próximos meses,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends,fiis_dividends,True,7.699999999999999,True,base,,0.9,0.15,6.6,7.699999999999999,6.6,6.6,fiis_dividends,fiis_dividends_yields,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,dividendos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends:plan:d0d37b4b2fd87922a091abcfc227f33d966139e27963f43ba4124d6ff765622c,True,False,230,230.0,334.209,False,,,"**Dividendos de MXRF11**

    Último pagamento em 18/03/2025: **R$ 0,09** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 15/01/2026 | 30/12/2025 | R$ 0,10 |
      | 12/12/2025 | 28/11/2025 | R$ 0,10 |
      | 07/11/2025 | 31/10/2025 | R$ 0,10 |
      | 14/10/2025 | 30/09/2025 | R$ 0,10 |
      | 12/09/2025 | 29/08/2025 | R$ 0,10 |
      | 14/08/2025 | 31/07/2025 | R$ 0,10 |
      | 14/07/2025 | 30/06/2025 | R$ 0,10 |
      | 13/06/2025 | 30/05/2025 | R$ 0,10 |
      | 15/05/2025 | 30/04/2025 | R$ 0,10 |
      | 14/04/2025 | 31/03/2025 | R$ 0,09 |
      | 18/03/2025 | 28/02/2025 | R$ 0,09 |
      | 14/02/2025 | 31/01/2025 | R$ 0,09 |",fiis_dividends,fiis_dividends,True,True,True,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,61,[],True,PASS,
Quais foram os dividendos do HGLG11 com data com em outubro de 2025?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends,fiis_dividends,True,9.899999999999999,True,base,,0.9,0.15,9.899999999999999,9.899999999999999,9.899999999999999,9.899999999999999,fiis_dividends,fiis_dividends_yields,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,dividendos_fii,True,True,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends:plan:a55cc05c06508c994ee01c49788682265000f2e7c02a8c35cd2783479fabe3bb,True,False,282,282.0,387.893,False,,,"**Dividendos de HGLG11**

    Último pagamento em 18/03/2025: **R$ 1,10** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 15/01/2026 | 30/12/2025 | R$ 1,10 |
      | 12/12/2025 | 28/11/2025 | R$ 1,10 |
      | 14/11/2025 | 31/10/2025 | R$ 1,10 |
      | 14/10/2025 | 30/09/2025 | R$ 1,10 |
      | 12/09/2025 | 29/08/2025 | R$ 1,10 |
      | 14/08/2025 | 31/07/2025 | R$ 1,10 |
      | 14/07/2025 | 30/06/2025 | R$ 1,10 |
      | 13/06/2025 | 30/05/2025 | R$ 1,10 |
      | 15/05/2025 | 30/04/2025 | R$ 1,10 |
      | 14/04/2025 | 31/03/2025 | R$ 1,10 |
      | 18/03/2025 | 28/02/2025 | R$ 1,10 |
      | 14/02/2025 | 31/01/2025 | R$ 1,10 |",fiis_dividends,fiis_dividends,True,True,True,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,62,[],True,PASS,
Quais os dividendos do HGLG11 esse mês?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends,fiis_dividends,True,16.5,True,base,,0.9,0.15,16.5,16.5,16.5,16.5,fiis_dividends,fiis_dividends_yields,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,dividendos_fii,True,True,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends:plan:a55cc05c06508c994ee01c49788682265000f2e7c02a8c35cd2783479fabe3bb,True,False,210,210.0,299.069,False,,,"**Dividendos de HGLG11**

    Último pagamento em 18/03/2025: **R$ 1,10** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 15/01/2026 | 30/12/2025 | R$ 1,10 |
      | 12/12/2025 | 28/11/2025 | R$ 1,10 |
      | 14/11/2025 | 31/10/2025 | R$ 1,10 |
      | 14/10/2025 | 30/09/2025 | R$ 1,10 |
      | 12/09/2025 | 29/08/2025 | R$ 1,10 |
      | 14/08/2025 | 31/07/2025 | R$ 1,10 |
      | 14/07/2025 | 30/06/2025 | R$ 1,10 |
      | 13/06/2025 | 30/05/2025 | R$ 1,10 |
      | 15/05/2025 | 30/04/2025 | R$ 1,10 |
      | 14/04/2025 | 31/03/2025 | R$ 1,10 |
      | 18/03/2025 | 28/02/2025 | R$ 1,10 |
      | 14/02/2025 | 31/01/2025 | R$ 1,10 |",fiis_dividends,fiis_dividends,True,True,True,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,63,[],True,PASS,
Quais os proventos mensais do HGLG11 em 2025?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends,fiis_dividends,True,7.699999999999999,True,base,,0.9,0.15,6.6,7.699999999999999,6.6,6.6,fiis_dividends,fiis_dividends_yields,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,dividendos_fii,True,True,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends:plan:a55cc05c06508c994ee01c49788682265000f2e7c02a8c35cd2783479fabe3bb,True,False,163,163.0,226.745,False,,,"**Dividendos de HGLG11**

    Último pagamento em 18/03/2025: **R$ 1,10** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 15/01/2026 | 30/12/2025 | R$ 1,10 |
      | 12/12/2025 | 28/11/2025 | R$ 1,10 |
      | 14/11/2025 | 31/10/2025 | R$ 1,10 |
      | 14/10/2025 | 30/09/2025 | R$ 1,10 |
      | 12/09/2025 | 29/08/2025 | R$ 1,10 |
      | 14/08/2025 | 31/07/2025 | R$ 1,10 |
      | 14/07/2025 | 30/06/2025 | R$ 1,10 |
      | 13/06/2025 | 30/05/2025 | R$ 1,10 |
      | 15/05/2025 | 30/04/2025 | R$ 1,10 |
      | 14/04/2025 | 31/03/2025 | R$ 1,10 |
      | 18/03/2025 | 28/02/2025 | R$ 1,10 |
      | 14/02/2025 | 31/01/2025 | R$ 1,10 |",fiis_dividends,fiis_dividends,True,True,True,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,64,[],True,PASS,
Quais proventos o MXRF11 pagou em 2024?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends,fiis_dividends,True,5.5,True,base,,0.9,0.15,3.3,5.5,3.3,3.3,fiis_dividends,fiis_dividends_yields,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,dividendos_fii,True,True,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends:plan:d0d37b4b2fd87922a091abcfc227f33d966139e27963f43ba4124d6ff765622c,True,False,214,214.0,289.908,False,,,"**Dividendos de MXRF11**

    Último pagamento em 18/03/2025: **R$ 0,09** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 15/01/2026 | 30/12/2025 | R$ 0,10 |
      | 12/12/2025 | 28/11/2025 | R$ 0,10 |
      | 07/11/2025 | 31/10/2025 | R$ 0,10 |
      | 14/10/2025 | 30/09/2025 | R$ 0,10 |
      | 12/09/2025 | 29/08/2025 | R$ 0,10 |
      | 14/08/2025 | 31/07/2025 | R$ 0,10 |
      | 14/07/2025 | 30/06/2025 | R$ 0,10 |
      | 13/06/2025 | 30/05/2025 | R$ 0,10 |
      | 15/05/2025 | 30/04/2025 | R$ 0,10 |
      | 14/04/2025 | 31/03/2025 | R$ 0,09 |
      | 18/03/2025 | 28/02/2025 | R$ 0,09 |
      | 14/02/2025 | 31/01/2025 | R$ 0,09 |",fiis_dividends,fiis_dividends,True,True,True,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,65,[],True,PASS,
Qual foi o último dividendo pago pelo HGLG11?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends,fiis_dividends,True,4.95,True,base,,0.9,0.15,3.3,4.95,3.3,3.3,fiis_dividends,fiis_dividends_yields,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,dividendos_fii,True,True,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends:plan:42941bdda224d497562f6d82a65acfc7b43de569ad3bfd53020920a9ac5a9244,True,False,235,235.0,444.936,False,,,"**Dividendos de HGLG11**

    Último pagamento em 15/01/2026: **R$ 1,10** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 15/01/2026 | 30/12/2025 | R$ 1,10 |",fiis_dividends,fiis_dividends,True,True,True,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,66,[],True,PASS,
Qual é o próximo pagamento de dividendos do MXRF11?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends,fiis_dividends,True,7.700000000000001,True,base,,0.9,0.15,6.600000000000001,7.700000000000001,6.600000000000001,6.600000000000001,fiis_dividends,fiis_dividends_yields,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,dividendos_fii,True,True,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends:plan:d0d37b4b2fd87922a091abcfc227f33d966139e27963f43ba4124d6ff765622c,True,False,179,179.0,242.337,False,,,"**Dividendos de MXRF11**

    Último pagamento em 18/03/2025: **R$ 0,09** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 15/01/2026 | 30/12/2025 | R$ 0,10 |
      | 12/12/2025 | 28/11/2025 | R$ 0,10 |
      | 07/11/2025 | 31/10/2025 | R$ 0,10 |
      | 14/10/2025 | 30/09/2025 | R$ 0,10 |
      | 12/09/2025 | 29/08/2025 | R$ 0,10 |
      | 14/08/2025 | 31/07/2025 | R$ 0,10 |
      | 14/07/2025 | 30/06/2025 | R$ 0,10 |
      | 13/06/2025 | 30/05/2025 | R$ 0,10 |
      | 15/05/2025 | 30/04/2025 | R$ 0,10 |
      | 14/04/2025 | 31/03/2025 | R$ 0,09 |
      | 18/03/2025 | 28/02/2025 | R$ 0,09 |
      | 14/02/2025 | 31/01/2025 | R$ 0,09 |",fiis_dividends,fiis_dividends,True,True,True,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,67,[],True,PASS,
Quanto o MXRF11 distribuiu de dividendos em março de 2025?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends,fiis_dividends,True,1.1,True,base,,0.9,0.15,1.1,1.1,1.1,1.1,fiis_dividends,fiis_dividends_yields,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,dividendos_fii,True,True,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends:plan:d0d37b4b2fd87922a091abcfc227f33d966139e27963f43ba4124d6ff765622c,True,False,230,230.0,312.31,False,,,"**Dividendos de MXRF11**

    Último pagamento em 18/03/2025: **R$ 0,09** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 15/01/2026 | 30/12/2025 | R$ 0,10 |
      | 12/12/2025 | 28/11/2025 | R$ 0,10 |
      | 07/11/2025 | 31/10/2025 | R$ 0,10 |
      | 14/10/2025 | 30/09/2025 | R$ 0,10 |
      | 12/09/2025 | 29/08/2025 | R$ 0,10 |
      | 14/08/2025 | 31/07/2025 | R$ 0,10 |
      | 14/07/2025 | 30/06/2025 | R$ 0,10 |
      | 13/06/2025 | 30/05/2025 | R$ 0,10 |
      | 15/05/2025 | 30/04/2025 | R$ 0,10 |
      | 14/04/2025 | 31/03/2025 | R$ 0,09 |
      | 18/03/2025 | 28/02/2025 | R$ 0,09 |
      | 14/02/2025 | 31/01/2025 | R$ 0,09 |",fiis_dividends,fiis_dividends,True,True,True,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,68,[],True,PASS,
Total de dividendos do VISC11 nos últimos 6 meses,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends,fiis_dividends,True,9.899999999999999,True,base,,0.9,0.15,9.899999999999999,9.899999999999999,9.899999999999999,9.899999999999999,fiis_dividends,client_fiis_enriched_portfolio,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,dividendos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends:plan:ef5d08fb6f8a9d56739393251152d8f885def7d1f7a3a8547eaf2fbe2dab2b85,True,False,226,226.0,300.609,False,,,"**Dividendos de VISC11**

    Último pagamento em -: **R$ 4,86** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | - | - | R$ 4,86 |",fiis_dividends,fiis_dividends,True,True,True,fiis_dividends,"Suíte de testes para fiis_dividends — histórico e valores de dividendos/proventos por FII (últimos meses, 12m, mês atual, último/próximo pagamento).",,69,[],True,PASS,
Histórico de dividendos e dy do MXRF11,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_dividends_yields,fiis_dividends_yields,True,15.95,True,base,,0.9,0.2,12.1,15.95,12.1,12.1,fiis_dividends_yields,fiis_dividends,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,ticker,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_dividends_yields:plan:81884a37321d7fce8868cbd0d5d28323af2e2e4ba9c802a53dbcc617449727b8,True,False,369,369.0,448.548,False,,,"**Dividendos e yield do MXRF11**

- Mês de referência: **01/01/2026**
- Data-com (cutoff): **30/12/2025**
- Data de pagamento: **15/01/2026**
- Dividendo por cota: **R$ 0,10**
- DY mensal: **1,05%**
- DY 12 meses: **12,32%**
- Dividendos acumulados 12m: **R$ 1,17**
- Último dividendo pago: **R$ 0,10** em **15/01/2026**

| Mês de referência | Dividendo (R$) | DY mensal | DY 12m |
| --- | --- | --- | --- || 01/01/2026 | R$ 0,10 | 1,05% | 12,32% || 01/12/2025 | R$ 0,10 | 1,05% | 12,32% || 01/11/2025 | R$ 0,10 | 1,05% | 12,32% || 01/10/2025 | R$ 0,10 | 1,05% | 12,32% || 01/09/2025 | R$ 0,10 | 1,05% | 12,32% || 01/08/2025 | R$ 0,10 | 1,05% | 12,32% || 01/07/2025 | R$ 0,10 | 1,05% | 12,32% || 01/06/2025 | R$ 0,10 | 1,05% | 12,32% || 01/05/2025 | R$ 0,10 | 1,05% | 12,32% || 01/04/2025 | R$ 0,09 | 1,05% | 12,32% || 01/03/2025 | R$ 0,09 | 1,05% | 12,32% || 01/02/2025 | R$ 0,09 | 1,05% | 12,32% |",fiis_dividends_yields,fiis_dividends_yields,True,True,True,fiis_dividends_yields,Suíte de testes para fiis_dividends_yields — histórico de dividendos e dividend yield por FII,,70,[],True,PASS,
