question,http_status,request_error,explain_enabled,status_status,status_raw,status_ok,status_reason,status_message,chosen_intent,chosen_entity,planner_score,gate_accepted,gate_source,gate_reason,gate_min_score,gate_min_gap,gate_gap,score_for_gate,intent_top2_gap_base,intent_top2_gap_final,intent_top1,intent_top2,scoring_mode,scoring_keys,rows_total,result_key,cache_hit,cache_hit_response,cache_hit_metrics,cache_layer,cache_ttl,cache_key,rag_used,fusion_used,elapsed_ms_server,elapsed_ms_total_est,elapsed_ms_client,narrator_used,narrator_latency_ms,narrator_error,answer_text,expected_intent,expected_entity,match_intent,match_entity,match_both,suite_name,suite_description,payload_id,idx,fail_reasons,case_pass
Mostre a última leitura comparando minha carteira de FIIs com o CDI,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,carteira_enriquecida,carteira_enriquecida,4.3999999999999995,True,base,,0.9,0.2,5.499999999999999,4.3999999999999995,8.881784197001252e-16,8.881784197001252e-16,client_fiis_performance_vs_benchmark_summary,carteira_enriquecida,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,2,document_number,False,False,,response,,,True,False,260,260.0,349.582,False,,,"**Posições da carteira de FIIs**

  - Data da posição: **2025-11-19**
  - Valor total da carteira: **21598.00**

  | Ticker | Quantidade | Preço de fechamento | Valor da posição | Peso na carteira | DY 12m | Setor | Classificação |
  | --- | ---: | ---: | ---: | ---: | ---: | --- | --- |  | PVBI11 | 200 | R$ 78,31 | 15662.00 | 0,73% | 7,20% | Lajes Corporativas | Tijolo |  | CPTS11 | 800 | R$ 7,42 | 5936.00 | 0,27% | 13,07% | Títulos e Valores Mobiliários | Papel |",client_fiis_performance_vs_benchmark_summary,client_fiis_performance_vs_benchmark_summary,False,False,False,client_fiis_performance_vs_benchmark_summary,Suíte SQL-only gerada a partir de perguntas existentes para client_fiis_performance_vs_benchmark_summary.,client_fiis_performance_vs_benchmark_summary-q2,11,"['status_not_ok', 'entity_mismatch']",False
Qual é a performance acumulada da minha carteira de FIIs contra o IBOV em 2024,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,carteira_enriquecida,carteira_enriquecida,3.3,True,base,,0.9,0.2,2.1999999999999993,3.3,2.1999999999999993,2.1999999999999993,carteira_enriquecida,client_fiis_performance_vs_benchmark,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,2,document_number,False,False,,response,,,True,False,270,270.0,388.123,False,,,"**Posições da carteira de FIIs**

  - Data da posição: **2025-11-19**
  - Valor total da carteira: **21598.00**

  | Ticker | Quantidade | Preço de fechamento | Valor da posição | Peso na carteira | DY 12m | Setor | Classificação |
  | --- | ---: | ---: | ---: | ---: | ---: | --- | --- |  | PVBI11 | 200 | R$ 78,31 | 15662.00 | 0,73% | 7,20% | Lajes Corporativas | Tijolo |  | CPTS11 | 800 | R$ 7,42 | 5936.00 | 0,27% | 13,07% | Títulos e Valores Mobiliários | Papel |",client_fiis_performance_vs_benchmark_summary,client_fiis_performance_vs_benchmark_summary,False,False,False,client_fiis_performance_vs_benchmark_summary,Suíte SQL-only gerada a partir de perguntas existentes para client_fiis_performance_vs_benchmark_summary.,client_fiis_performance_vs_benchmark_summary-q3,12,"['status_not_ok', 'entity_mismatch']",False
Como estão distribuídas minhas posições de FIIs por setor na minha carteira?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,carteira_enriquecida,carteira_enriquecida,4.949999999999999,True,base,,0.9,0.2,3.299999999999999,4.949999999999999,3.299999999999999,3.299999999999999,carteira_enriquecida,client_fiis_dividends_evolution,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,2,document_number,False,False,,response,,,True,False,231,231.0,314.515,False,,,"**Posições da carteira de FIIs**

  - Data da posição: **2025-11-19**
  - Valor total da carteira: **21598.00**

  | Ticker | Quantidade | Preço de fechamento | Valor da posição | Peso na carteira | DY 12m | Setor | Classificação |
  | --- | ---: | ---: | ---: | ---: | ---: | --- | --- |  | PVBI11 | 200 | R$ 78,31 | 15662.00 | 0,73% | 7,20% | Lajes Corporativas | Tijolo |  | CPTS11 | 800 | R$ 7,42 | 5936.00 | 0,27% | 13,07% | Títulos e Valores Mobiliários | Papel |",client_fiis_positions,client_fiis_positions,False,False,False,client_fiis_positions,Suíte SQL-only gerada a partir de perguntas existentes para client_fiis_positions.,client_fiis_positions-q1,13,"['status_not_ok', 'entity_mismatch']",False
Quais posições de FIIs na minha carteira aumentaram ou reduziram desde o último fechamento?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,carteira_enriquecida,carteira_enriquecida,3.3,True,base,,0.9,0.2,2.1999999999999997,3.3,2.1999999999999997,2.1999999999999997,carteira_enriquecida,client_fiis_performance_vs_benchmark_summary,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,2,document_number,False,False,,response,,,True,False,252,252.0,367.388,False,,,"**Posições da carteira de FIIs**

  - Data da posição: **2025-11-19**
  - Valor total da carteira: **21598.00**

  | Ticker | Quantidade | Preço de fechamento | Valor da posição | Peso na carteira | DY 12m | Setor | Classificação |
  | --- | ---: | ---: | ---: | ---: | ---: | --- | --- |  | PVBI11 | 200 | R$ 78,31 | 15662.00 | 0,73% | 7,20% | Lajes Corporativas | Tijolo |  | CPTS11 | 800 | R$ 7,42 | 5936.00 | 0,27% | 13,07% | Títulos e Valores Mobiliários | Papel |",client_fiis_positions,client_fiis_positions,False,False,False,client_fiis_positions,Suíte SQL-only gerada a partir de perguntas existentes para client_fiis_positions.,client_fiis_positions-q2,14,"['status_not_ok', 'entity_mismatch']",False
Existe concentração relevante em um único FII dentro da minha carteira de FIIs?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,carteira_enriquecida,carteira_enriquecida,7.15,True,base,,0.9,0.2,4.4,7.15,4.4,4.4,carteira_enriquecida,client_fiis_positions,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,2,document_number,False,False,,response,,,True,False,295,295.0,428.783,False,,,"**Posições da carteira de FIIs**

  - Data da posição: **2025-11-19**
  - Valor total da carteira: **21598.00**

  | Ticker | Quantidade | Preço de fechamento | Valor da posição | Peso na carteira | DY 12m | Setor | Classificação |
  | --- | ---: | ---: | ---: | ---: | ---: | --- | --- |  | PVBI11 | 200 | R$ 78,31 | 15662.00 | 0,73% | 7,20% | Lajes Corporativas | Tijolo |  | CPTS11 | 800 | R$ 7,42 | 5936.00 | 0,27% | 13,07% | Títulos e Valores Mobiliários | Papel |",client_fiis_positions,client_fiis_positions,False,False,False,client_fiis_positions,Suíte SQL-only gerada a partir de perguntas existentes para client_fiis_positions.,client_fiis_positions-q3,15,"['status_not_ok', 'entity_mismatch']",False
Qual foi o DY mensal do HGLG11 em janeiro de 2024?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,fiis_yield_history,fiis_yield_history,7.15,True,base,,0.9,0.15,4.4,7.15,4.4,4.4,fiis_yield_history,dividendos_yield,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,yield_history,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_yield_history:plan:4be7dbbf75e23663cf50815203b6d9d12ef8b7ce8e430067526e914c25331bc1,True,False,323,323.0,405.278,False,,,"**Dividend yield mensal de HGLG11**

    Último mês em 2025-12-01: dividendos **1.10**; DY mensal **0,01%**.

    | Mês de referência | Dividendos (R$) | Preço ref. (R$) | DY mensal |
    | --- | --- | --- | --- |
      | 2025-12-01 | 1.10 | 157.55 | 0,01% |
      | 2025-11-01 | 1.10 | 161.00 | 0,01% |
      | 2025-10-01 | 1.10 | 158.50 | 0,01% |
      | 2025-09-01 | 1.10 | 162.01 | 0,01% |
      | 2025-08-01 | 1.10 | 154.99 | 0,01% |
      | 2025-07-01 | 1.10 | 154.24 | 0,01% |
      | 2025-06-01 | 1.10 | 159.23 | 0,01% |
      | 2025-05-01 | 1.10 | 161.36 | 0,01% |
      | 2025-04-01 | 1.10 | 160.80 | 0,01% |
      | 2025-03-01 | 1.10 | 152.75 | 0,01% |
      | 2025-02-01 | 1.10 | 150.45 | 0,01% |
      | 2025-01-01 | 1.10 | 152.25 | 0,01% |",dividendos_yield,dividendos_yield,False,False,False,dividendos_yield,Suíte SQL-only gerada a partir de perguntas existentes para dividendos_yield.,dividendos_yield-q1,16,"['status_not_ok', 'entity_mismatch']",False
Mostre dividendos e dividend yield do KNRI11 nos últimos 12 meses.,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,fiis_yield_history,fiis_yield_history,8.249999999999998,True,base,,0.9,0.15,7.699999999999998,8.249999999999998,7.699999999999998,7.699999999999998,fiis_yield_history,dividendos_yield,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,yield_history,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_yield_history:plan:dce1d167698863b3aadd62fe5135a9c0dc6595db148c8454a41c82c79697d07a,True,False,303,303.0,374.0,False,,,"**Dividend yield mensal de KNRI11**

    Último mês em 2025-12-01: dividendos **1.00**; DY mensal **0,01%**.

    | Mês de referência | Dividendos (R$) | Preço ref. (R$) | DY mensal |
    | --- | --- | --- | --- |
      | 2025-12-01 | 1.00 | 153.80 | 0,01% |
      | 2025-11-01 | 1.00 | 150.77 | 0,01% |
      | 2025-10-01 | 1.00 | 148.60 | 0,01% |
      | 2025-09-01 | 1.00 | 148.00 | 0,01% |
      | 2025-08-01 | 1.00 | 140.50 | 0,01% |
      | 2025-07-01 | 1.00 | 142.19 | 0,01% |
      | 2025-06-01 | 1.00 | 144.30 | 0,01% |
      | 2025-05-01 | 1.00 | 146.36 | 0,01% |
      | 2025-04-01 | 1.00 | 148.71 | 0,01% |
      | 2025-03-01 | 1.00 | 135.70 | 0,01% |
      | 2025-02-01 | 1.00 | 133.12 | 0,01% |
      | 2025-01-01 | 1.00 | 131.00 | 0,01% |",dividendos_yield,dividendos_yield,False,False,False,dividendos_yield,Suíte SQL-only gerada a partir de perguntas existentes para dividendos_yield.,dividendos_yield-q2,17,"['status_not_ok', 'entity_mismatch']",False
Quanto o MXRF11 pagou em dividendos no mês de dezembro de 2024?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,fiis_dividendos,fiis_dividendos,2.2,True,base,,0.9,0.15,2.2,2.2,2.2,2.2,fiis_dividendos,dividendos_yield,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,dividendos_fii,True,True,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_dividendos:plan:fc8b960aa5fc19ee241d3d19a5c289c135406161c41e2d73960b1d4bfa65d908,True,False,157,157.0,253.521,False,,,"**Dividendos de MXRF11**

    Último pagamento em 18/03/2025: **R$ 0,09** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 12/12/2025 | 28/11/2025 | R$ 0,10 |
      | 07/11/2025 | 31/10/2025 | R$ 0,10 |
      | 14/10/2025 | 30/09/2025 | R$ 0,10 |
      | 12/09/2025 | 29/08/2025 | R$ 0,10 |
      | 14/08/2025 | 31/07/2025 | R$ 0,10 |
      | 14/07/2025 | 30/06/2025 | R$ 0,10 |
      | 13/06/2025 | 30/05/2025 | R$ 0,10 |
      | 15/05/2025 | 30/04/2025 | R$ 0,10 |
      | 14/04/2025 | 31/03/2025 | R$ 0,09 |
      | 18/03/2025 | 28/02/2025 | R$ 0,09 |
      | 14/02/2025 | 31/01/2025 | R$ 0,09 |
      | 14/01/2025 | 30/12/2024 | R$ 0,10 |",dividendos_yield,dividendos_yield,False,False,False,dividendos_yield,Suíte SQL-only gerada a partir de perguntas existentes para dividendos_yield.,dividendos_yield-q3,18,"['status_not_ok', 'entity_mismatch']",False
Quero um resumo objetivo do HGLG11?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,fii_overview,fii_overview,8.8,True,base,,1.0,0.2,7.700000000000001,8.8,7.700000000000001,7.700000000000001,fii_overview,client_fiis_performance_vs_benchmark_summary,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,fii_overview,True,True,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fii_overview:plan:67a6bbe39e001a2c0f4c4f0ca7624e849c271575df1d1e87a7d1c7b4cee22f17,True,False,177,177.0,334.186,False,,,"### Overview do HGLG11

- Nome: **Pátria Log Fundo Investimento Imobiliário Responsabilidade Ltda**
- Classificação e gestão: **Tijolo / Ativa**
- Setor e subsetor: **Imóveis Industriais e Logísticos / Multicategoria**
- DY mensal / 12m: **0,70% / 8,38%**

| Código | Nome | Classificação | Setor | Subsetor | Tipo de gestão | DY mensal (%) | DY 12m (%) | Último dividendo (R$) | Último pagamento | Valor de mercado (R$) | Atualizado em |
| --- | --- | --- | --- | --- | --- | ---: | ---: | ---: | --- | ---: | --- |
| HGLG11 | Pátria Log Fundo Investimento Imobiliário Responsabilidade Ltda | Tijolo | Imóveis Industriais e Logísticos | Multicategoria | Ativa | 0,70% | 8,38% | R$ 1,10 | 2025-12-12 00:00:00 | R$ 6.634.211.404,00 | 2025-12-31 00:00:00 |

**Detalhes**

| Código | Mercado-alvo | Exclusivo | Dividendos 12m (R$) | P/BV | PL por cota (R$) | Receita por cota | Payout (%) | Taxa de crescimento | Cap rate | Alavancagem | Patrimônio líquido (R$) | Nº de cotas | Nº de cotistas | Variação mês (%) | Variação ano (%) | Volatilidade | Sharpe | Sortino | Máx. drawdown | Peso IFIX (%) | Peso IFIL (%) | Rank usuários | Rank Sírios | Rank IFIX | Rank IFIL | Rank DY 12m | Rank DY mensal | Rank dividendos 12m | Rank valor de mercado | Rank patrimônio líquido | Snapshot criado em | Indicadores de risco criados em | Indicadores de risco atualizados em | Rankings atualizados em |
| --- | --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- | --- | --- |
| HGLG11 | Investidores Em Geral | Não | R$ 13,20 | 121,90% | 129.256 | 4.947 | 0,00% | 33.169 | 0.000 | 0,23 | 5481068156.00 | 42404675 | 40600112.01 | 2,77% | 9,04% | 1,49 | -0,98 | -0,09 | 8,66% | 3,71% | 4,21% | 0 | 0 | 4 | 4 | 261 | 309 | 61 | 4 | 4 | 2024-05-22 00:00:00 | 2024-05-22 00:00:00 | 2025-12-31 00:00:00 | 2025-12-31 00:00:00 |",fii_overview,fii_overview,True,True,True,fii_overview,Suíte SQL-only gerada a partir de perguntas existentes para fii_overview.,fii_overview-q1,19,['status_not_ok'],False
Como está o desempenho atual do KNRI11 hoje?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,fiis_precos,fiis_precos,4.4,True,base,,0.9,0.05,3.3000000000000003,4.4,3.3000000000000003,3.3000000000000003,fiis_precos,client_fiis_performance_vs_benchmark,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,precos_fii,True,True,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_precos:plan:e6c4425bcbb58046232f50cc9b43dd79eb6189ce72d7fec591cf2adbbf6ddd9c,True,False,170,170.0,266.837,False,,,"| Data | Código | Preço de fechamento (R$) | Preço ajustado (R$) | Abertura (R$) | Máxima (R$) | Mínima (R$) | Variação diária (%) | Criado em | Atualizado em |
| --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- |
| 30/12/2025 | KNRI11 | R$ 153,80 | 153.80 | R$ 159,50 | R$ 159,58 | R$ 153,80 | -3,57% | 2025-12-31 00:00:00 | 2025-12-31 00:00:00 |",fii_overview,fii_overview,False,False,False,fii_overview,Suíte SQL-only gerada a partir de perguntas existentes para fii_overview.,fii_overview-q2,20,"['status_not_ok', 'entity_mismatch']",False
Me dê um overview completo do MXRF11 agora?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,fii_overview,fii_overview,4.4,True,base,,1.0,0.2,3.3000000000000003,4.4,3.3000000000000003,3.3000000000000003,fii_overview,carteira_enriquecida,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,fii_overview,True,True,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fii_overview:plan:9e2c0fa2da2190c7d02c8809f42130600b271b1c4583e80d0963285580f1d5d2,True,False,162,162.0,284.318,False,,,"### Overview do MXRF11

- Nome: **Maxi Renda Fundo Investimento Imobiliario FII**
- Classificação e gestão: **Papel / Ativa**
- Setor e subsetor: **Títulos e Valores Mobiliários / Logística**
- DY mensal / 12m: **1,05% / 12,26%**

| Código | Nome | Classificação | Setor | Subsetor | Tipo de gestão | DY mensal (%) | DY 12m (%) | Último dividendo (R$) | Último pagamento | Valor de mercado (R$) | Atualizado em |
| --- | --- | --- | --- | --- | --- | ---: | ---: | ---: | --- | ---: | --- |
| MXRF11 | Maxi Renda Fundo Investimento Imobiliario FII | Papel | Títulos e Valores Mobiliários | Logística | Ativa | 1,05% | 12,26% | R$ 0,10 | 2025-12-12 00:00:00 | R$ 4.390.971.326,00 | 2025-12-31 00:00:00 |

**Detalhes**

| Código | Mercado-alvo | Exclusivo | Dividendos 12m (R$) | P/BV | PL por cota (R$) | Receita por cota | Payout (%) | Taxa de crescimento | Cap rate | Alavancagem | Patrimônio líquido (R$) | Nº de cotas | Nº de cotistas | Variação mês (%) | Variação ano (%) | Volatilidade | Sharpe | Sortino | Máx. drawdown | Peso IFIX (%) | Peso IFIL (%) | Rank usuários | Rank Sírios | Rank IFIX | Rank IFIL | Rank DY 12m | Rank DY mensal | Rank dividendos 12m | Rank valor de mercado | Rank patrimônio líquido | Snapshot criado em | Indicadores de risco criados em | Indicadores de risco atualizados em | Rankings atualizados em |
| --- | --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- | --- | --- |
| MXRF11 | Investidores Em Geral | Não | R$ 1,17 | 105,70% | 9.025 | 0.070 | 0,00% | 5.043 | 0.000 | 0,01 | 4154120032.00 | 460269531 | 45172971.18 | 1,07% | 15,96% | 1,28 | -1,63 | -0,13 | 9,89% | 2,90% | 3,29% | 0 | 0 | 7 | 7 | 154 | 171 | 275 | 7 | 7 | 2024-05-22 00:00:00 | 2024-05-22 00:00:00 | 2025-12-31 00:00:00 | 2025-12-31 00:00:00 |",fii_overview,fii_overview,True,True,True,fii_overview,Suíte SQL-only gerada a partir de perguntas existentes para fii_overview.,fii_overview-q3,21,['status_not_ok'],False
Qual é o CNPJ do HGLG11?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,fiis_cadastro,fiis_cadastro,10.999999999999998,True,base,,1.0,0.2,10.999999999999998,10.999999999999998,9.899999999999999,9.899999999999999,fiis_cadastro,ticker_query,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,cadastro_fii,True,True,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_cadastro:plan:aca622bb7137e79032cf90201f59831df0b1fe3383a61cd02c341d700aacbcc0,True,False,145,145.0,222.805,False,,,"**HGLG11 — Pátria Log Fundo Investimento Imobiliário Responsabilidade Ltda**

- CNPJ do fundo: **11.728.688/0001-47**
- Nome de pregão (B3): **FII HGLG Pax**
- Classificação / gestão: **Tijolo / Ativa**
- Setor / Subsetor: **Imóveis Industriais e Logísticos / Multicategoria**
- Público-alvo: **Investidores Em Geral**
- Fundo exclusivo: **Não**
- Código ISIN: **BRHGLGCTF004**
- Data de IPO: **2010-05-03 00:00:00**
- Site oficial: **[Acessar site](https://www.bancogenial.com/)**- Administrador: **Banco Genial S.A.**
- CNPJ do administrador: **45.246.410/0001-55**
- Custodiante: **Banco Genial S.A.**
- Peso no IFIX / IFIL: **3,71% / 4,21%**
- Nº de cotas / cotistas: **42404675 / 40600112.01**- Criado em: **2024-05-22 00:00:00**
- Atualizado em: **2025-12-31 00:00:00**",fiis_cadastro,fiis_cadastro,True,True,True,fiis_cadastro,Suíte SQL-only gerada a partir de perguntas existentes para fiis_cadastro.,fiis_cadastro-q1,22,['status_not_ok'],False
Quem é o administrador responsável pelo VISC11?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,fiis_cadastro,fiis_cadastro,1.1,True,base,,1.0,0.2,1.1,1.1,0.0,0.0,fiis_cadastro,ticker_query,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,cadastro_fii,True,True,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_cadastro:plan:4c96f1228b861248cd1652d6261c337f3006dacb265903215ade25677980c28d,True,False,205,205.0,322.944,False,,,"**VISC11 — Vinci Shopping Centers Fundo Invest Imobiliario FII**

- CNPJ do fundo: **17.554.274/0001-25**
- Nome de pregão (B3): **FII Vinci Sc**
- Classificação / gestão: **Tijolo / Ativa**
- Setor / Subsetor: **Shoppings / Shoppings**
- Público-alvo: **Investidores Em Geral**
- Fundo exclusivo: **Não**
- Código ISIN: **BRVISCCTF005**
- Data de IPO: **2013-08-07 00:00:00**
- Site oficial: **[Acessar site](https://www.apexgroup.com/apex-brazil/)**- Administrador: **Brl Trust Dtvm S.A.**
- CNPJ do administrador: **13.486.793/0001-42**
- Custodiante: **Brl Trust Dtvm S.A.**
- Peso no IFIX / IFIL: **2,19% / 2,49%**
- Nº de cotas / cotistas: **28828640 / 23417562.73**- Criado em: **2024-05-22 00:00:00**
- Atualizado em: **2025-12-31 00:00:00**",fiis_cadastro,fiis_cadastro,True,True,True,fiis_cadastro,Suíte SQL-only gerada a partir de perguntas existentes para fiis_cadastro.,fiis_cadastro-q2,23,['status_not_ok'],False
Qual é o site oficial divulgado pelo MXRF11?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,fiis_cadastro,fiis_cadastro,2.2,True,base,,1.0,0.2,1.1,2.2,1.1,1.1,fiis_cadastro,fiis_noticias,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,cadastro_fii,True,True,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_cadastro:plan:15720166823dbd45e195d32f31d66dc1a948b7fadc4a4cc4d016c136bcabb094,True,False,318,318.0,685.332,False,,,"**MXRF11 — Maxi Renda Fundo Investimento Imobiliario FII**

- CNPJ do fundo: **97.521.225/0001-25**
- Nome de pregão (B3): **FII Maxi Ren**
- Classificação / gestão: **Papel / Ativa**
- Setor / Subsetor: **Títulos e Valores Mobiliários / Logística**
- Público-alvo: **Investidores Em Geral**
- Fundo exclusivo: **Não**
- Código ISIN: **BRMXRFCTF008**
- Data de IPO: **2012-04-13 00:00:00**
- Site oficial: **[Acessar site](https://www.btgpactual.com)**- Administrador: **Btg Pactual Servicos Financeiros S/A Dtvm**
- CNPJ do administrador: **59.281.253/0001-23**
- Custodiante: **Banco Btg Pactual S A**
- Peso no IFIX / IFIL: **2,90% / 3,29%**
- Nº de cotas / cotistas: **460269531 / 45172971.18**- Criado em: **2024-05-22 00:00:00**
- Atualizado em: **2025-12-31 00:00:00**",fiis_cadastro,fiis_cadastro,True,True,True,fiis_cadastro,Suíte SQL-only gerada a partir de perguntas existentes para fiis_cadastro.,fiis_cadastro-q3,24,['status_not_ok'],False
Quais dividendos o MXRF11 pagou em dezembro de 2024?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,fiis_dividendos,fiis_dividendos,1.1,True,base,,0.9,0.15,1.1,1.1,1.1,1.1,fiis_dividendos,carteira_enriquecida,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,dividendos_fii,True,True,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_dividendos:plan:fc8b960aa5fc19ee241d3d19a5c289c135406161c41e2d73960b1d4bfa65d908,True,False,192,192.0,820.508,False,,,"**Dividendos de MXRF11**

    Último pagamento em 18/03/2025: **R$ 0,09** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 12/12/2025 | 28/11/2025 | R$ 0,10 |
      | 07/11/2025 | 31/10/2025 | R$ 0,10 |
      | 14/10/2025 | 30/09/2025 | R$ 0,10 |
      | 12/09/2025 | 29/08/2025 | R$ 0,10 |
      | 14/08/2025 | 31/07/2025 | R$ 0,10 |
      | 14/07/2025 | 30/06/2025 | R$ 0,10 |
      | 13/06/2025 | 30/05/2025 | R$ 0,10 |
      | 15/05/2025 | 30/04/2025 | R$ 0,10 |
      | 14/04/2025 | 31/03/2025 | R$ 0,09 |
      | 18/03/2025 | 28/02/2025 | R$ 0,09 |
      | 14/02/2025 | 31/01/2025 | R$ 0,09 |
      | 14/01/2025 | 30/12/2024 | R$ 0,10 |",fiis_dividendos,fiis_dividendos,True,True,True,fiis_dividendos,Suíte SQL-only gerada a partir de perguntas existentes para fiis_dividendos.,fiis_dividendos-q1,25,['status_not_ok'],False
Quando foi o último pagamento de dividendos do HGLG11?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",False,ok,ok,fiis_dividendos,fiis_dividendos,7.700000000000001,True,base,,0.9,0.15,7.700000000000001,7.700000000000001,7.700000000000001,7.700000000000001,fiis_dividendos,carteira_enriquecida,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,dividendos_fii,True,True,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_dividendos:plan:183de4bb0701b315ce8ac601a9a949e1e3a306d25e067c962d8ca89de96aea5b,True,False,134,134.0,606.983,False,,,"**Dividendos de HGLG11**

    Último pagamento em 12/12/2025: **R$ 1,10** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 12/12/2025 | 28/11/2025 | R$ 1,10 |",fiis_dividendos,fiis_dividendos,True,True,True,fiis_dividendos,Suíte SQL-only gerada a partir de perguntas existentes para fiis_dividendos.,fiis_dividendos-q2,26,['status_not_ok'],False
